Date,Open,High,Low,Close,Volume,Adj Close
4/14/2010,8.76,8.778929,8.716786,8.774643,404076400,7.5135
4/15/2010,8.777857,8.893929,8.768214,8.89,376784800,7.612276
4/16/2010,8.8775,8.969286,8.733929,8.835714,750545600,7.565796
4/19/2010,8.8225,8.853214,8.634643,8.823929,566924400,7.555702
4/20/2010,8.876429,8.901786,8.677143,8.735357,738326400,7.479863
4/21/2010,9.242857,9.294643,9.133214,9.257857,982391200,7.927261
4/22/2010,9.222857,9.526786,9.15,9.516786,793424800,8.148979
4/23/2010,9.571071,9.720714,9.535714,9.6725,796955600,8.282313
4/26/2010,9.71,9.730714,9.578214,9.625,479068800,8.241639
4/27/2010,9.545357,9.565714,9.304286,9.358571,709343600,8.013504
4/28/2010,9.401786,9.428571,9.1575,9.342857,758402400,8.000048
4/29/2010,9.393571,9.642857,9.3575,9.594286,558840800,8.21534
4/30/2010,9.618214,9.663214,9.321429,9.324643,542463600,7.98445
5/3/2010,9.422857,9.567143,9.388571,9.5125,454342000,8.145308
5/4/2010,9.388929,9.403214,9.169643,9.238571,723819600,7.910751
5/5/2010,9.036786,9.219286,8.883214,9.1425,883103200,7.828487
5/6/2010,9.065357,9.223214,7.116071,8.794643,1285860800,7.530626
5/7/2010,8.703929,8.806071,8.043214,8.423571,1676018400,7.212885
5/10/2010,8.9375,9.094643,8.876071,9.071071,984306400,7.767326
5/11/2010,8.994286,9.281786,8.946429,9.161429,848906800,7.844697
5/12/2010,9.258571,9.3975,9.239286,9.360357,654379600,8.015034
5/13/2010,9.400714,9.464286,9.157143,9.227143,599712400,7.900966
5/14/2010,9.112857,9.16,8.910714,9.065,759362800,7.762126
5/17/2010,9.096429,9.149286,8.846786,9.079286,762834800,7.774356
5/18/2010,9.177857,9.233929,8.937857,9.012857,782678400,7.717476
5/19/2010,8.910714,9.032857,8.744643,8.869286,1025726800,7.594541
5/20/2010,8.638571,8.708929,8.436071,8.491429,1282915200,7.270992
5/21/2010,8.315,8.732143,8.2625,8.654286,1223891200,7.41044
5/24/2010,8.831429,8.960714,8.795,8.812857,754238800,7.54622
5/25/2010,8.548214,8.812857,8.47,8.757857,1048006400,7.499129
5/26/2010,8.931429,9.004643,8.705357,8.718214,850654000,7.46518
5/27/2010,8.95,9.0675,8.896786,9.048214,666282400,7.747751
5/28/2010,9.263929,9.264286,9.048214,9.174286,815614800,7.855702
6/1/2010,9.274643,9.497857,9.248571,9.315357,876472800,7.976498
6/2/2010,9.447857,9.457143,9.2975,9.426786,688548000,8.071911
6/3/2010,9.470714,9.483929,9.300357,9.397143,650106800,8.04653
6/4/2010,9.221786,9.353571,9.093929,9.141429,758304400,7.827567
6/7/2010,9.224643,9.255357,8.948214,8.962143,886942000,7.674051
6/8/2010,9.044286,9.064286,8.773214,8.904643,1000770400,7.624815
6/9/2010,8.981071,8.996429,8.660357,8.685714,854630000,7.437353
6/10/2010,8.744286,8.963571,8.65,8.946786,776356000,7.660902
6/11/2010,8.865357,9.066429,8.834643,9.053929,545759200,7.752645
6/14/2010,9.141429,9.255357,9.071786,9.081429,602960400,7.776189
6/15/2010,9.13,9.280357,9.125,9.274643,585074000,7.941638
6/16/2010,9.325,9.5625,9.308214,9.544643,783678000,8.172835
6/17/2010,9.664286,9.746429,9.625,9.709643,872855200,8.314119
6/18/2010,9.723214,9.821429,9.693571,9.788214,784621600,8.381393
6/21/2010,9.9175,9.964643,9.5975,9.648929,776490400,8.262125
6/22/2010,9.72,9.856071,9.696429,9.780357,717262000,8.374665
6/23/2010,9.806429,9.809286,9.567857,9.6775,768457200,8.286592
6/24/2010,9.678571,9.757143,9.575,9.607143,714277200,8.226351
6/25/2010,9.645,9.6525,9.493214,9.525,549942400,8.156014
6/28/2010,9.533214,9.633929,9.447143,9.582143,584948000,8.20494
6/29/2010,9.432857,9.4425,9.082143,9.148929,1133344800,7.83399
6/30/2010,9.168214,9.213214,8.928929,8.983214,739452000,7.692095
7/1/2010,9.082143,9.1,8.686429,8.874286,1022896000,7.598821
7/2/2010,8.946071,8.961786,8.685714,8.819286,693842800,7.551726
7/6/2010,8.964286,9.028571,8.791429,8.879643,615235600,7.603411
7/7/2010,8.946071,9.241786,8.919643,9.238214,654556000,7.910442
7/8/2010,9.374286,9.389286,9.103214,9.2175,738144400,7.892708
7/9/2010,9.174643,9.282143,9.112857,9.272143,433322400,7.939497
7/12/2010,9.233214,9.351786,9.102143,9.188929,562878400,7.86824
7/13/2010,9.154286,9.157143,8.801071,8.992857,1190924000,7.70035
7/14/2010,8.906429,9.135714,8.892857,9.026071,812047600,7.72879
7/15/2010,8.865357,9.1775,8.832143,8.980357,824866000,7.68965
7/16/2010,9.042143,9.106071,8.871786,8.925,1039858400,7.642247
7/19/2010,8.924286,8.924286,8.557143,8.770714,1024478000,7.510135
7/20/2010,8.675,9.032143,8.571786,8.996071,1074950800,7.703104
7/21/2010,9.4675,9.469643,9.071429,9.08,1185671200,7.774971
7/22/2010,9.202857,9.285714,9.118214,9.250714,645318800,7.921147
7/23/2010,9.181786,9.299286,9.152857,9.283571,533388800,7.949283
7/26/2010,9.285714,9.289286,9.203929,9.26,420551600,7.929099
7/27/2010,9.316786,9.457143,9.296429,9.431429,584771600,8.07589
7/28/2010,9.416786,9.499643,9.294643,9.32,519985200,7.980475
7/29/2010,9.311071,9.380357,9.146429,9.218214,643806800,7.893319
7/30/2010,9.138929,9.275,9.103571,9.1875,448210000,7.867017
8/2/2010,9.301429,9.378214,9.272143,9.351786,428055600,8.007692
8/3/2010,9.321786,9.402143,9.265,9.354643,417653600,8.010142
8/4/2010,9.387143,9.438571,9.296786,9.392143,420375200,8.042252
8/5/2010,9.3475,9.399286,9.305357,9.346429,289097200,8.003104
8/6/2010,9.277857,9.338929,9.201071,9.288929,444897600,7.953872
8/9/2010,9.338571,9.3625,9.270357,9.348214,303128000,8.004633
8/10/2010,9.280357,9.301786,9.198214,9.264643,451920000,7.933073
8/11/2010,9.121429,9.131786,8.921786,8.935357,620054400,7.651114
8/12/2010,8.810357,9.039286,8.79,8.9925,534920400,7.700047
8/13/2010,8.9875,8.995714,8.896071,8.896429,354869200,7.617784
8/16/2010,8.842143,8.928929,8.807857,8.844286,318430000,7.573134
8/17/2010,8.931429,9.093929,8.9,8.998929,422640400,7.70555
8/18/2010,9.012857,9.095357,8.985,9.038214,339696000,7.739189
8/19/2010,9.03,9.052857,8.881429,8.924286,426706000,7.641632
8/20/2010,8.906786,9.068571,8.892857,8.915714,384230000,7.634296
8/23/2010,8.9925,9,8.758929,8.778571,414041600,7.516862
8/24/2010,8.666786,8.678571,8.523214,8.568929,602565600,7.337352
8/25/2010,8.501429,8.713929,8.471429,8.674643,596867600,7.427874
8/26/2010,8.766071,8.776786,8.581429,8.581429,466505200,7.348055
8/27/2010,8.633929,8.664643,8.412857,8.629286,548391200,7.389036
8/30/2010,8.598571,8.776786,8.595714,8.660714,383289200,7.415946
8/31/2010,8.6375,8.734286,8.583929,8.682143,420786800,7.434296
9/1/2010,8.838214,8.980714,8.795714,8.940357,697037600,7.655397
9/2/2010,8.973571,9.006071,8.8775,9.006071,415427600,7.711667
9/3/2010,9.110357,9.242143,9.089286,9.241786,520788800,7.913504
9/7/2010,9.165714,9.268929,9.151786,9.2075,342557600,7.884143
9/8/2010,9.277857,9.4425,9.253571,9.39,526551200,8.040416
9/9/2010,9.465714,9.518571,9.39,9.395357,438575200,8.045003
9/10/2010,9.399643,9.446429,9.335714,9.4075,387542400,8.055401
9/13/2010,9.493571,9.581429,9.491429,9.537143,388780000,8.16641
9/14/2010,9.5075,9.613214,9.482857,9.573571,408150400,8.197602
9/15/2010,9.5775,9.656429,9.565714,9.650714,429368800,8.263657
9/16/2010,9.651429,9.881071,9.625,9.8775,652103200,8.457848
9/17/2010,9.9175,9.927143,9.774286,9.834643,634477200,8.421151
9/20/2010,9.86,10.135,9.851786,10.115357,658677600,8.661519
9/21/2010,10.137857,10.2625,10.099643,10.134643,668074400,8.678036
9/22/2010,10.096786,10.285,10.086071,10.276786,585289600,8.799746
9/23/2010,10.226071,10.455714,10.214286,10.318571,786116800,8.835526
9/24/2010,10.432143,10.483214,10.376786,10.44,649488000,8.939504
9/27/2010,10.499286,10.526071,10.393214,10.398571,482834800,8.904027
9/28/2010,10.420357,10.420357,9.821429,10.245,1035042400,8.77253
9/29/2010,10.258214,10.350357,10.214286,10.263214,469644000,8.788126
9/30/2010,10.321429,10.357143,10.044643,10.133929,673391600,8.677423
10/1/2010,10.219643,10.235,10.048214,10.09,448142800,8.639805
10/4/2010,10.057143,10.103571,9.920357,9.951429,435302000,8.521152
10/5/2010,10.071429,10.3375,10.065,10.319286,501967200,8.836139
10/6/2010,10.3425,10.428214,10.187857,10.328214,670868800,8.843782
10/7/2010,10.369286,10.374286,10.246786,10.329286,408399600,8.844703
10/8/2010,10.418214,10.517857,10.357143,10.5025,658403200,8.993022
10/11/2010,10.526429,10.615714,10.521429,10.548571,427753200,9.03247
10/12/2010,10.550357,10.696429,10.446071,10.662143,558544000,9.12972
10/13/2010,10.721429,10.784286,10.707143,10.719286,630092400,9.178648
10/14/2010,10.774643,10.8025,10.728571,10.796786,435296400,9.245009
10/15/2010,10.98,11.25,10.889643,11.240714,922194000,9.625134
10/18/2010,11.373929,11.392857,11.224643,11.357143,1093010800,9.724826
10/19/2010,10.835714,11.206071,10.715,11.053214,1232784000,9.464581
10/20/2010,11.035714,11.223214,10.959643,11.090357,721624400,9.496387
10/21/2010,11.155714,11.240714,10.957143,11.054286,551460000,9.465499
10/22/2010,11.038214,11.072857,10.939286,10.981071,372778000,9.402808
10/25/2010,11.038929,11.128571,11.015714,11.03,392462000,9.444703
10/26/2010,10.959643,11.062143,10.916071,11.001786,392929600,9.420546
10/27/2010,10.9875,11.067857,10.914286,10.993929,399002800,9.413818
10/28/2010,10.998214,11,10.746429,10.901429,551051200,9.334611
10/29/2010,10.865357,10.924286,10.745357,10.749286,430511200,9.204335
11/1/2010,10.793571,10.914286,10.792857,10.863571,423889200,9.302195
11/2/2010,10.964286,11.078214,10.964286,11.048571,433930000,9.460608
11/3/2010,11.120357,11.174286,11.018929,11.171429,508348400,9.565809
11/4/2010,11.266071,11.435,11.251071,11.366786,642488000,9.733086
11/5/2010,11.356786,11.413214,11.3125,11.326071,361253200,9.698219
11/8/2010,11.328571,11.420357,11.312857,11.379286,281758400,9.743788
11/9/2010,11.466071,11.475,11.232143,11.288571,383544000,9.666114
11/10/2010,11.308571,11.384643,11.198214,11.358214,384227200,9.725744
11/11/2010,11.25,11.371429,11.223214,11.308929,361284000,9.683543
11/12/2010,11.285714,11.303571,10.843929,11.001071,795846800,9.419935
11/15/2010,11.016429,11.090714,10.938214,10.965714,403606000,9.389656
11/16/2010,10.918571,10.985714,10.69,10.771071,657650000,9.222992
11/17/2010,10.757143,10.856786,10.634286,10.732143,479449600,9.189659
11/18/2010,10.9,11.059643,10.881786,11.015357,494491200,9.432163
11/19/2010,10.998929,11.014286,10.901429,10.954643,384843200,9.380177
11/22/2010,10.952857,11.191429,10.923929,11.191429,393075200,9.582932
11/23/2010,11.0875,11.133929,10.948571,11.026071,519447600,9.441339
11/24/2010,11.142857,11.264286,11.133929,11.242857,413725200,9.626966
11/26/2010,11.205,11.346429,11.176429,11.25,237585600,9.633082
11/29/2010,11.267857,11.338571,11.120714,11.316786,445785200,9.690272
11/30/2010,11.197857,11.227143,11.1025,11.1125,501858000,9.515347
12/1/2010,11.259643,11.348214,11.25,11.3,461750800,9.675898
12/2/2010,11.340357,11.392857,11.246071,11.3625,462837200,9.729415
12/3/2010,11.321786,11.380357,11.297857,11.337143,342092800,9.707703
12/6/2010,11.38,11.511786,11.372143,11.433929,448481600,9.790578
12/7/2010,11.564286,11.571071,11.361429,11.364643,391454000,9.731254
12/8/2010,11.415357,11.465,11.325357,11.464643,321935600,9.816876
12/9/2010,11.504643,11.517857,11.393571,11.42,294151200,9.778649
12/10/2010,11.416071,11.466071,11.378571,11.448571,262511200,9.803118
12/13/2010,11.584643,11.609286,11.464286,11.488214,439815600,9.837062
12/14/2010,11.490357,11.519286,11.392857,11.438929,351008000,9.794861
12/15/2010,11.428571,11.535714,11.399643,11.441429,417312000,9.797
12/16/2010,11.4675,11.521786,11.432143,11.473214,322030800,9.824219
12/17/2010,11.486786,11.4925,11.436786,11.450357,386929200,9.804645
12/20/2010,11.485714,11.544643,11.365357,11.5075,385610400,9.853577
12/21/2010,11.535714,11.585357,11.501786,11.578571,256354000,9.91443
12/22/2010,11.584286,11.632857,11.555357,11.612857,265921600,9.943789
12/23/2010,11.607143,11.6125,11.541786,11.557143,223157200,9.896082
12/27/2010,11.530357,11.622857,11.482857,11.595714,249816000,9.92911
12/28/2010,11.639643,11.666429,11.609286,11.623929,175924000,9.95327
12/29/2010,11.650714,11.658929,11.610714,11.6175,163139200,9.947766
12/30/2010,11.624286,11.625357,11.5375,11.559286,157494400,9.897916
12/31/2010,11.533929,11.552857,11.475357,11.52,193508000,9.864281
1/3/2011,11.63,11.795,11.601429,11.770357,445138400,10.078651
1/4/2011,11.872857,11.875,11.719643,11.831786,309080800,10.13125
1/5/2011,11.769643,11.940714,11.767857,11.928571,255519600,10.21413
1/6/2011,11.954286,11.973214,11.889286,11.918929,300428800,10.205871
1/7/2011,11.928214,12.0125,11.853571,12.004286,311931200,10.278958
1/10/2011,12.101071,12.258214,12.041786,12.230357,448560000,10.47254
1/11/2011,12.317143,12.32,12.123929,12.201429,444108000,10.447772
1/12/2011,12.258929,12.301071,12.214286,12.300714,302590400,10.532783
1/13/2011,12.327143,12.38,12.280357,12.345714,296780400,10.571317
1/14/2011,12.353214,12.445714,12.301429,12.445714,308840000,10.656943
1/18/2011,11.768571,12.312857,11.642857,12.166071,1880998000,10.417491
1/19/2011,12.441071,12.45,12.031429,12.101429,1135612800,10.362143
1/20/2011,12.015357,12.082143,11.79,11.881429,764789200,10.173761
1/21/2011,11.920357,11.96,11.665357,11.668571,754401200,9.991496
1/24/2011,11.673929,12.051786,11.668571,12.051786,574683200,10.319633
1/25/2011,12.011786,12.194286,11.948929,12.192857,546868000,10.440429
1/26/2011,12.248571,12.342857,12.196429,12.280357,506875600,10.515354
1/27/2011,12.277857,12.310357,12.243929,12.2575,285026000,10.495778
1/28/2011,12.291786,12.3,11.911786,12.003571,592057200,10.278346
1/31/2011,11.992857,12.144286,11.939286,12.118571,377246800,10.376819
2/1/2011,12.189286,12.344643,12.177857,12.3225,426633200,10.551439
2/2/2011,12.301786,12.330357,12.269643,12.297143,258955200,10.529727
2/3/2011,12.278571,12.294286,12.091071,12.265714,393797600,10.502815
2/4/2011,12.272857,12.382143,12.268214,12.375,321840400,10.596393
2/7/2011,12.424643,12.616071,12.415714,12.567143,485021600,10.76092
2/8/2011,12.631429,12.697143,12.576786,12.685714,381040800,10.862449
2/9/2011,12.685357,12.821429,12.673929,12.791429,482745200,10.952972
2/10/2011,12.763929,12.857143,12.428571,12.662143,928550000,10.842269
2/11/2011,12.669643,12.778571,12.626429,12.744643,367572800,10.912908
2/14/2011,12.7425,12.838571,12.739643,12.827857,310416400,10.984161
2/15/2011,12.828214,12.856071,12.769643,12.853571,284174800,11.006181
2/16/2011,12.885714,13.032143,12.875,12.968929,481157600,11.104961
2/17/2011,12.758929,12.866786,12.732857,12.796429,530583200,10.957253
2/18/2011,12.811071,12.839286,12.482857,12.52,816057200,10.720554
2/22/2011,12.219643,12.335714,12.061429,12.093214,872555600,10.355108
2/23/2011,12.098929,12.308571,12.093214,12.236429,671854400,10.477741
2/24/2011,12.286429,12.326786,12.084643,12.245714,499900800,10.485687
2/25/2011,12.330714,12.443929,12.314286,12.434286,380018800,10.647155
2/28/2011,12.544286,12.680357,12.54,12.614643,403074000,10.801595
3/1/2011,12.695357,12.704286,12.417143,12.475357,456136800,10.682326
3/2/2011,12.498571,12.655357,12.442857,12.575714,602590800,10.768259
3/3/2011,12.756786,12.849643,12.711429,12.841429,500788400,10.995784
3/4/2011,12.859643,12.8675,12.776786,12.857143,453266800,11.009241
3/7/2011,12.907143,12.916786,12.546786,12.691429,546123200,10.867345
3/8/2011,12.675357,12.764286,12.580357,12.705714,356316800,10.879577
3/9/2011,12.6675,12.67,12.521429,12.588214,453306000,10.778963
3/10/2011,12.468571,12.491786,12.317857,12.381071,507539200,10.601592
3/11/2011,12.333214,12.582857,12.321429,12.571071,471080400,10.764281
3/14/2011,12.613571,12.731429,12.546786,12.627143,435957200,10.812297
3/15/2011,12.217857,12.422857,12.146429,12.336786,721081200,10.56367
3/16/2011,12.214286,12.25,11.652143,11.786071,1162011200,10.09211
3/17/2011,12.029643,12.128929,11.809286,11.951429,659422400,10.233699
3/18/2011,12.040357,12.078571,11.785714,11.809643,753214000,10.112293
3/21/2011,11.999643,12.133571,11.973571,12.117857,409402000,10.376208
3/22/2011,12.234286,12.236429,12.112143,12.185714,325922800,10.434311
3/23/2011,12.117143,12.150714,11.998214,12.113929,372996400,10.372847
3/24/2011,12.208929,12.357143,12.102143,12.320357,404712000,10.549604
3/25/2011,12.431071,12.573571,12.393571,12.555,448910000,10.750524
3/28/2011,12.6125,12.654286,12.515714,12.515714,309355200,10.716885
3/29/2011,12.416429,12.534286,12.359286,12.534286,352900800,10.732786
3/30/2011,12.522857,12.531429,12.408571,12.451071,329406000,10.661529
3/31/2011,12.37,12.492857,12.359286,12.446786,274019200,10.657863
4/1/2011,12.539643,12.556786,12.260714,12.305714,418661600,10.537065
4/4/2011,12.296786,12.307143,12.085714,12.185357,460084800,10.434007
4/5/2011,12.035357,12.223214,12,12.103214,482731200,10.363667
4/6/2011,12.186429,12.282143,12.040714,12.072857,402539200,10.337678
4/7/2011,12.075,12.158214,12.001071,12.074286,373447200,10.338901
4/8/2011,12.14,12.148214,11.926786,11.966429,377535200,10.246544
4/11/2011,11.930714,11.988214,11.786429,11.814286,398946800,10.116268
4/12/2011,11.803214,11.918929,11.792857,11.871429,425639200,10.165198
4/13/2011,11.965,12.005,11.875714,12.004643,346220000,10.279266
4/14/2011,11.957143,12,11.859286,11.872143,301800800,10.165808
4/15/2011,11.903571,11.915714,11.671429,11.695,453605600,10.014124
4/18/2011,11.646429,11.865357,11.434286,11.851786,609898800,10.148378
4/19/2011,11.896429,12.070714,11.846786,12.066429,419378400,10.332173
4/20/2011,12.268214,12.348214,12.196429,12.228929,700666400,10.471315
4/21/2011,12.678571,12.683214,12.447143,12.525,753810400,10.724832
4/25/2011,12.512143,12.633929,12.510714,12.6075,266546000,10.795477
4/26/2011,12.629286,12.678214,12.476786,12.515,338800000,10.716274
4/27/2011,12.58,12.583929,12.396429,12.505357,356213200,10.708014
4/28/2011,12.363929,12.491071,12.34,12.383929,360959200,10.604039
4/29/2011,12.385,12.641071,12.381071,12.504643,1006345200,10.707403
5/2/2011,12.490714,12.516786,12.339286,12.367143,442713600,10.589664
5/3/2011,12.428214,12.496071,12.343571,12.435714,313348000,10.64838
5/4/2011,12.437857,12.565357,12.388571,12.484643,389250400,10.690278
5/5/2011,12.442857,12.533929,12.358929,12.383929,335969200,10.604039
5/6/2011,12.488929,12.5,12.364643,12.380714,280134400,10.601286
5/9/2011,12.423571,12.471429,12.376071,12.414286,204747200,10.630031
5/10/2011,12.460357,12.488929,12.380714,12.480357,282091600,10.686605
5/11/2011,12.465,12.5,12.33,12.401071,336000000,10.618718
5/12/2011,12.361429,12.397143,12.223929,12.3775,322000000,10.598533
5/13/2011,12.345,12.366071,12.155357,12.160714,326116000,10.412905
5/16/2011,12.114286,12.186429,11.878571,11.903571,449775200,10.192719
5/17/2011,11.857143,12.005,11.811786,12.005,452334400,10.27957
5/18/2011,12.016786,12.180357,12,12.138214,334776400,10.393639
5/19/2011,12.217143,12.228929,12.095357,12.161786,261170000,10.413822
5/20/2011,12.127143,12.176786,11.965,11.972143,337968400,10.251436
5/23/2011,11.784643,11.999286,11.765,11.942857,383600000,10.226361
5/24/2011,11.982143,11.996429,11.833571,11.863929,321927200,10.158772
5/25/2011,11.908214,12.091429,11.8875,12.027857,294224000,10.299143
5/26/2011,11.998929,12.031786,11.943929,11.964286,222560800,10.244709
5/27/2011,11.957143,12.058214,11.939643,12.050357,203599200,10.31841
5/31/2011,12.182143,12.4225,12.178571,12.4225,417754400,10.637065
6/1/2011,12.459643,12.576071,12.308929,12.339643,554682800,10.566118
6/2/2011,12.375,12.427857,12.296429,12.360714,338783200,10.584161
6/3/2011,12.256429,12.333214,12.214643,12.265714,313250000,10.502815
6/6/2011,12.346429,12.394643,12.064643,12.072857,461941200,10.337678
6/7/2011,12.0775,12.079286,11.853571,11.858571,529785200,10.154187
6/8/2011,11.849286,11.957143,11.808929,11.865714,333723600,10.160305
6/9/2011,11.901786,11.916786,11.8125,11.838929,275088800,10.13737
6/10/2011,11.805357,11.845,11.625357,11.639286,433955200,9.966421
6/13/2011,11.685714,11.725357,11.609643,11.664286,329473200,9.987827
6/14/2011,11.785714,11.901786,11.761071,11.872857,334569200,10.16642
6/15/2011,11.776786,11.796429,11.602857,11.669643,399196000,9.992415
6/16/2011,11.675,11.738571,11.368929,11.612857,510591200,9.943789
6/17/2011,11.749643,11.758929,11.405714,11.437857,615020000,9.793944
6/20/2011,11.334286,11.346429,11.089286,11.261429,640645600,9.64287
6/21/2011,11.31,11.635714,11.257143,11.617857,493382400,9.948071
6/22/2011,11.612857,11.746429,11.513571,11.521786,390583200,9.865807
6/23/2011,11.390714,11.846071,11.361429,11.829643,559759200,10.129421
6/24/2011,11.834643,11.898214,11.610357,11.655357,439807200,9.980181
6/27/2011,11.699643,11.925,11.6875,11.858571,339813600,10.154187
6/28/2011,11.916071,12.025,11.908571,11.973571,294299600,10.252661
6/29/2011,12.001429,12.013214,11.852857,11.93,352545200,10.215351
6/30/2011,11.953571,12.004643,11.887143,11.988214,322954800,10.265202
7/1/2011,11.998214,12.267857,11.935714,12.259286,435313200,10.49731
7/5/2011,12.25,12.493929,12.232143,12.479643,355054000,10.685997
7/6/2011,12.4625,12.646429,12.3825,12.562857,444626000,10.757252
7/7/2011,12.666786,12.785714,12.642857,12.757143,399663600,10.923613
7/8/2011,12.619286,12.857143,12.578571,12.846786,489633200,11.000373
7/11/2011,12.726429,12.848929,12.600714,12.642857,442674400,10.825752
7/12/2011,12.626071,12.774286,12.450714,12.633929,451609200,10.818106
7/13/2011,12.7975,12.857143,12.727857,12.786429,391638800,10.948691
7/14/2011,12.893214,12.914643,12.726429,12.7775,430533600,10.941047
7/15/2011,12.898929,13.035714,12.8275,13.032857,484467200,11.159698
7/18/2011,13.051071,13.380357,13.045714,13.35,572653200,11.431262
7/19/2011,13.5,13.523214,13.332857,13.458929,819145600,11.524531
7/20/2011,14.147143,14.1525,13.785714,13.817857,941340400,11.831875
